order_id,checkout_ts,store_id,category,zone_id,origin_lat,origin_lon,dest_lat,dest_lon,distance_km,store_notify_ts,courier_notify_ts,courier_arrive_pos_ts,pickup_ts,deliver_ts
ord_000938,2026-07-16 10:42:00-03:00,store_020,food,zone_8,-34.57419122599146,-58.361884510208014,-34.60372715224596,-58.406406985164,5.234,2026-07-16 10:43:06.925380390-03:00,2026-07-16 10:44:55.508613822-03:00,2026-07-16 10:58:37.731535332-03:00,2026-07-16 11:00:39.511162008-03:00,2026-07-16 11:24:18.656711856-03:00
ord_005843,2026-07-16 12:26:00-03:00,store_048,grocery,zone_6,-34.5817504496025,-58.46655761419606,-34.58790865523044,-58.44394055637056,2.181,2026-07-16 12:31:27.731564274-03:00,2026-07-16 12:32:27.276102228-03:00,2026-07-16 12:52:15.396737430-03:00,2026-07-16 12:53:30.348590436-03:00,2026-07-16 13:09:01.708636074-03:00
ord_011966,2026-07-16 12:33:00-03:00,store_068,food,zone_1,-34.646918216543206,-58.42294151016034,-34.593819457248856,-58.391519230889344,6.567,2026-07-16 12:36:00.466057428-03:00,2026-07-16 12:37:21.332208762-03:00,2026-07-16 12:57:04.023363978-03:00,2026-07-16 12:58:45.211828968-03:00,2026-07-16 13:32:01.728696648-03:00
ord_006895,2026-07-16 13:02:00-03:00,store_003,food,zone_6,-34.58026319709406,-58.458293520412,-34.57426499252442,-58.380174428242434,7.183,2026-07-16 13:05:32.803660565-03:00,2026-07-16 13:09:42.618725453-03:00,2026-07-16 13:35:32.316194975-03:00,2026-07-16 13:37:09.405957671-03:00,2026-07-16 14:14:42.425501015-03:00
ord_006627,2026-07-16 14:34:00-03:00,store_039,pharmacy,zone_7,-34.583018600531744,-58.39844985070868,-34.59215243324599,-58.41224822061476,1.621,2026-07-16 14:39:17.169512124-03:00,2026-07-16 14:39:29.169512124-03:00,2026-07-16 14:56:39.728485968-03:00,2026-07-16 14:57:47.555911925-03:00,2026-07-16 15:11:22.898641265-03:00
ord_011913,2026-07-16 17:44:00-03:00,store_079,grocery,zone_8,-34.571610179089355,-58.38007582605071,-34.570874294438305,-58.40896758770123,2.647,2026-07-16 17:45:23.825923746-03:00,2026-07-16 17:48:07.240789788-03:00,2026-07-16 18:03:16.833197754-03:00,2026-07-16 18:04:16.708212246-03:00,2026-07-16 18:14:58.829228706-03:00
ord_001289,2026-07-16 18:39:00-03:00,store_010,food,zone_3,-34.61292019757674,-58.460199426647286,-34.648631851119276,-58.47584184496236,4.221,2026-07-16 18:39:30-03:00,2026-07-16 18:40:42.153474570-03:00,2026-07-16 18:59:03.310162830-03:00,2026-07-16 18:59:44.214333720-03:00,2026-07-16 19:12:34.532888334-03:00
ord_010344,2026-07-16 18:52:00-03:00,store_023,pharmacy,zone_8,-34.56068788786778,-58.354007070944796,-34.63565721991693,-58.38677538898464,8.859,2026-07-16 18:57:07.545949500-03:00,2026-07-16 19:00:05.739604938-03:00,2026-07-16 19:22:11.039933748-03:00,2026-07-16 19:23:14.708439654-03:00,2026-07-16 19:58:17.763807294-03:00
ord_002822,2026-07-16 20:17:00-03:00,store_001,grocery,zone_4,-34.60611215602479,-58.42716970801279,-34.64071556548661,-58.452803229474,4.506,2026-07-16 20:19:59.526530826-03:00,2026-07-16 20:22:35.693969502-03:00,2026-07-16 20:40:50.044032228-03:00,2026-07-16 20:42:31.240844490-03:00,2026-07-16 21:07:57.573712044-03:00
ord_007110,2026-07-16 20:29:00-03:00,store_051,grocery,zone_2,-34.6492637730249,-58.359734384611016,-34.59238842794535,-58.456138295122166,10.854,2026-07-16 20:29:30-03:00,2026-07-16 20:30:38.152102398-03:00,2026-07-16 21:06:07.590209040-03:00,2026-07-16 21:07:42.971024850-03:00,2026-07-16 22:00:45.999286386-03:00
ord_000578,2026-07-16 21:58:00-03:00,store_060,pharmacy,zone_7,-34.583159703820954,-58.41673441699104,-34.59288534610996,-58.35241480813506,5.986,2026-07-16 22:01:30.124725810-03:00,2026-07-16 22:02:24.963081174-03:00,2026-07-16 22:24:11.205219576-03:00,2026-07-16 22:26:08.921150496-03:00,2026-07-16 23:00:40.609162470-03:00
ord_004897,2026-07-16 22:02:00-03:00,store_030,food,zone_7,-34.575523784409214,-58.42074908232163,-34.58266399976731,-58.39060736325712,2.871,2026-07-16 22:06:24.212689740-03:00,2026-07-16 22:08:51.292390308-03:00,2026-07-16 22:21:05.033656524-03:00,2026-07-16 22:30:48.422056218-03:00,2026-07-16 22:42:56.004547716-03:00
ord_005138,2026-07-16 22:28:00-03:00,store_016,food,zone_4,-34.59454152129842,-58.432964360628056,-34.62588002647946,-58.371274239815875,6.635,2026-07-16 22:30:46.574359512-03:00,2026-07-16 22:32:02.529334919-03:00,2026-07-16 22:45:55.137899477-03:00,2026-07-16 23:00:22.908941207-03:00,2026-07-16 23:29:10.208075855-03:00
ord_004472,2026-07-16 22:32:00-03:00,store_073,food,zone_1,-34.62660605141346,-58.407975301339924,-34.6185327894177,-58.46030805354049,4.872,2026-07-16 22:35:24.709426866-03:00,2026-07-16 22:37:56.926271616-03:00,2026-07-16 22:53:39.029294922-03:00,2026-07-16 22:55:32.104538910-03:00,2026-07-16 23:16:01.448850330-03:00
ord_006503,2026-07-16 22:37:00-03:00,store_010,pharmacy,zone_3,-34.61292019757674,-58.460199426647286,-34.64965436356824,-58.3951445370379,7.219,2026-07-16 22:40:56.803195158-03:00,2026-07-16 22:43:55.566089412-03:00,2026-07-16 23:10:44.537319444-03:00,2026-07-16 23:11:47.937450042-03:00,2026-07-16 23:41:02.122887138-03:00
ord_000719,2026-07-16 22:52:00-03:00,store_072,grocery,zone_6,-34.56465969267318,-58.46176761843018,-34.581053228932944,-58.39506580889698,6.373,2026-07-16 22:54:09.908710422-03:00,2026-07-16 22:57:27.930127578-03:00,2026-07-16 23:19:10.857230538-03:00,2026-07-16 23:20:56.669366796-03:00,2026-07-16 23:51:48.846031086-03:00
ord_007105,2026-07-16 23:12:00-03:00,store_052,grocery,zone_7,-34.571307562249785,-58.40446205183895,-34.59393365716967,-58.43378270884694,3.679,2026-07-16 23:14:25.383468624-03:00,2026-07-16 23:15:31.957858152-03:00,2026-07-16 23:34:46.041355692-03:00,2026-07-16 23:36:05.806359036-03:00,2026-07-16 23:54:03.460434072-03:00
ord_002865,2026-07-16 23:25:00-03:00,store_075,grocery,zone_2,-34.6218616107978,-58.39260878790483,-34.58771576790953,-58.39388124185409,3.799,2026-07-16 23:29:02.861783106-03:00,2026-07-16 23:30:01.811853924-03:00,2026-07-16 23:44:07.541301318-03:00,2026-07-16 23:47:23.324776614-03:00,2026-07-17 00:04:42.009411630-03:00
ord_003218,2026-07-17 00:26:00-03:00,store_075,food,zone_2,-34.6218616107978,-58.39260878790483,-34.64133884556917,-58.36092669092651,3.618,2026-07-17 00:26:36.881988258-03:00,2026-07-17 00:28:35.438638260-03:00,2026-07-17 00:41:54.077385840-03:00,2026-07-17 01:00:33.190797480-03:00,2026-07-17 01:14:18.974178300-03:00
ord_010462,2026-07-17 00:28:00-03:00,store_073,food,zone_1,-34.62660605141346,-58.407975301339924,-34.60346937387405,-58.40464569299992,2.591,2026-07-17 00:30:33.032255052-03:00,2026-07-17 00:31:36.363026838-03:00,2026-07-17 00:49:08.366802041-03:00,2026-07-17 00:52:19.923737292-03:00,2026-07-17 01:09:36.144594930-03:00
ord_001926,2026-07-17 02:31:00-03:00,store_074,food,zone_0,-34.64416972583109,-58.46588515365239,-34.641661378963335,-58.45484712702711,1.048,2026-07-17 02:33:45.251791068-03:00,2026-07-17 02:35:15.978741348-03:00,2026-07-17 02:40:46.426008348-03:00,2026-07-17 02:52:15.183095694-03:00,2026-07-17 02:57:34.578834618-03:00
ord_011420,2026-07-17 02:41:00-03:00,store_066,grocery,zone_3,-34.59407928392546,-58.436896030345466,-34.55437175869229,-58.377668120298544,6.993,2026-07-17 02:43:37.833447396-03:00,2026-07-17 02:44:42.159132534-03:00,2026-07-17 03:07:45.838688694-03:00,2026-07-17 03:08:49.038255852-03:00,2026-07-17 03:38:50.314266282-03:00
ord_007871,2026-07-17 02:59:00-03:00,store_052,food,zone_7,-34.571307562249785,-58.40446205183895,-34.57540755882135,-58.412144035908135,0.838,2026-07-17 02:59:48.701269266-03:00,2026-07-17 03:01:54.127469346-03:00,2026-07-17 03:16:00.313667760-03:00,2026-07-17 03:17:00.467173722-03:00,2026-07-17 03:24:46.040739564-03:00
ord_007368,2026-07-17 04:06:00-03:00,store_059,food,zone_0,-34.638546992646404,-58.46924510001008,-34.59441424089368,-58.386277045125674,9.04,2026-07-17 04:11:12.356797068-03:00,2026-07-17 04:12:48.804863112-03:00,2026-07-17 04:37:23.952065148-03:00,2026-07-17 04:38:17.630756172-03:00,2026-07-17 05:13:47.115727014-03:00
ord_000951,2026-07-17 05:44:00-03:00,store_052,grocery,zone_7,-34.571307562249785,-58.40446205183895,-34.57123333033621,-58.42142102030422,1.553,2026-07-17 05:44:55.307857518-03:00,2026-07-17 05:47:03.776103258-03:00,2026-07-17 06:03:31.678615830-03:00,2026-07-17 06:05:24.388926324-03:00,2026-07-17 06:16:24.239096394-03:00
ord_003223,2026-07-17 06:26:00-03:00,store_067,food,zone_1,-34.619604990193736,-58.4123125876787,-34.59554983233979,-58.394224292380294,3.146,2026-07-17 06:30:13.701605778-03:00,2026-07-17 06:32:40.689624666-03:00,2026-07-17 06:45:25.334181606-03:00,2026-07-17 06:54:41.159238870-03:00,2026-07-17 07:07:13.661397540-03:00
ord_003109,2026-07-17 06:39:00-03:00,store_023,food,zone_8,-34.56068788786778,-58.354007070944796,-34.64489263826897,-58.36322978862384,9.401,2026-07-17 06:42:43.115364372-03:00,2026-07-17 06:44:51.447617556-03:00,2026-07-17 07:08:46.255581378-03:00,2026-07-17 07:09:04.255581378-03:00,2026-07-17 07:42:44.414782674-03:00
ord_009174,2026-07-17 07:47:00-03:00,store_014,grocery,zone_3,-34.605658580117264,-58.440803428410774,-34.64276857282201,-58.40616398870887,5.203,2026-07-17 07:51:11.051394276-03:00,2026-07-17 07:53:21.854941896-03:00,2026-07-17 08:10:02.857118304-03:00,2026-07-17 08:10:45.868391538-03:00,2026-07-17 08:31:23.229026010-03:00
ord_006898,2026-07-17 08:42:00-03:00,store_049,food,zone_1,-34.63602475163907,-58.403606205616896,-34.56156388090099,-58.476164279193206,10.614,2026-07-17 08:44:25.384301064-03:00,2026-07-17 08:46:15.388690806-03:00,2026-07-17 09:17:41.335535004-03:00,2026-07-17 09:19:41.632381680-03:00,2026-07-17 10:01:32.008366206-03:00
ord_008705,2026-07-17 11:26:00-03:00,store_078,grocery,zone_5,-34.59429678476587,-58.385490700142704,-34.61021532753904,-58.42386167854737,3.933,2026-07-17 11:31:44.641602090-03:00,2026-07-17 11:34:46.522768062-03:00,2026-07-17 11:52:07.758854250-03:00,2026-07-17 11:53:25.949882190-03:00,2026-07-17 12:14:43.635637962-03:00
ord_007783,2026-07-17 12:12:00-03:00,store_040,food,zone_4,-34.60628480811277,-58.404067264041345,-34.63128985438547,-58.419057855755426,3.1,2026-07-17 12:15:30.445192421-03:00,2026-07-17 12:17:00.833096549-03:00,2026-07-17 12:37:00.099254171-03:00,2026-07-17 12:40:10.664758559-03:00,2026-07-17 13:01:23.982306389-03:00
ord_011082,2026-07-17 12:38:00-03:00,store_041,food,zone_7,-34.56673218039421,-58.39551994179787,-34.55546546211671,-58.41415047964144,2.117,2026-07-17 12:41:15.234506946-03:00,2026-07-17 12:42:09.582465042-03:00,2026-07-17 12:54:21.522244230-03:00,2026-07-17 12:55:57.824185122-03:00,2026-07-17 13:14:29.025111618-03:00
ord_000412,2026-07-17 13:02:00-03:00,store_005,food,zone_6,-34.55243776483632,-58.46829377809917,-34.614469537010876,-58.479737214774744,6.977,2026-07-17 13:04:59.899243128-03:00,2026-07-17 13:05:11.899243128-03:00,2026-07-17 13:39:49.333109826-03:00,2026-07-17 13:42:06.297934116-03:00,2026-07-17 14:15:29.576915610-03:00
ord_008902,2026-07-17 13:37:00-03:00,store_034,food,zone_3,-34.603044418872415,-58.4570195382179,-34.60898758954296,-58.3719905131979,7.81,2026-07-17 13:38:46.548008784-03:00,2026-07-17 13:39:56.894702160-03:00,2026-07-17 14:04:43.347703644-03:00,2026-07-17 14:25:24.508286472-03:00,2026-07-17 15:04:33.049470192-03:00
ord_004031,2026-07-17 14:09:00-03:00,store_004,food,zone_0,-34.640582265211236,-58.4770474304926,-34.63971766009305,-58.37942189315367,8.932,2026-07-17 14:11:41.107863204-03:00,2026-07-17 14:14:28.112464056-03:00,2026-07-17 14:42:31.422420594-03:00,2026-07-17 14:42:51.892587672-03:00,2026-07-17 15:24:08.430081708-03:00
ord_009236,2026-07-17 14:19:00-03:00,store_009,food,zone_4,-34.60496140621044,-58.41486417923656,-34.63297700077716,-58.39172797209421,3.767,2026-07-17 14:21:27.676391208-03:00,2026-07-17 14:24:34.523557860-03:00,2026-07-17 14:40:22.673895354-03:00,2026-07-17 14:47:15.361158204-03:00,2026-07-17 15:10:50.842090668-03:00
ord_000414,2026-07-17 16:17:00-03:00,store_000,pharmacy,zone_7,-34.5726043951444,-58.39363923975744,-34.577754196771046,-58.377496369753096,1.585,2026-07-17 16:21:57.449039580-03:00,2026-07-17 16:24:00.036036888-03:00,2026-07-17 16:38:01.695510954-03:00,2026-07-17 16:41:37.036866042-03:00,2026-07-17 16:47:03.696239130-03:00
ord_010918,2026-07-17 17:03:00-03:00,store_066,grocery,zone_3,-34.59407928392546,-58.436896030345466,-34.592600775214756,-58.41659964108811,1.865,2026-07-17 17:08:18.798893196-03:00,2026-07-17 17:10:50.161825350-03:00,2026-07-17 17:19:56.559903900-03:00,2026-07-17 17:21:48.986137212-03:00,2026-07-17 17:34:44.905756152-03:00
ord_010705,2026-07-17 18:02:00-03:00,store_050,food,zone_0,-34.630009179752484,-58.4578229140902,-34.621241011762265,-58.42793462848165,2.903,2026-07-17 18:04:21.751639260-03:00,2026-07-17 18:06:54.821410926-03:00,2026-07-17 18:16:04.196368644-03:00,2026-07-17 18:31:45.182713368-03:00,2026-07-17 18:50:55.228135698-03:00
ord_000141,2026-07-17 18:37:00-03:00,store_029,food,zone_8,-34.58169510467575,-58.3626616884493,-34.56666786221854,-58.468365447447745,9.821,2026-07-17 18:41:41.310256194-03:00,2026-07-17 18:44:54.144377346-03:00,2026-07-17 19:11:20.866966608-03:00,2026-07-17 19:11:52.565998229-03:00,2026-07-17 19:48:46.014791567-03:00
ord_010250,2026-07-17 19:01:00-03:00,store_003,grocery,zone_6,-34.58026319709406,-58.458293520412,-34.623262558234956,-58.3524250652175,10.805,2026-07-17 19:03:17.507594070-03:00,2026-07-17 19:04:08.632620174-03:00,2026-07-17 19:45:28.680137028-03:00,2026-07-17 19:47:18.008254656-03:00,2026-07-17 20:42:59.120713134-03:00
ord_009842,2026-07-17 21:11:00-03:00,store_048,food,zone_6,-34.5817504496025,-58.46655761419606,-34.585132060413194,-58.45216909629089,1.37,2026-07-17 21:14:41.455034460-03:00,2026-07-17 21:16:02.976625938-03:00,2026-07-17 21:29:08.531153916-03:00,2026-07-17 21:45:05.585893962-03:00,2026-07-17 21:55:37.580275266-03:00
ord_004511,2026-07-17 23:11:00-03:00,store_065,grocery,zone_3,-34.594642059934195,-58.44529316379805,-34.61863478284076,-58.414698714337305,3.868,2026-07-17 23:14:00.439067814-03:00,2026-07-17 23:17:06.259800366-03:00,2026-07-17 23:32:16.557121584-03:00,2026-07-17 23:33:27.288533268-03:00,2026-07-17 23:53:12.341387784-03:00
ord_005936,2026-07-18 00:34:00-03:00,store_013,food,zone_7,-34.56772383867291,-58.430467240607456,-34.5892947260837,-58.446631158254405,2.818,2026-07-18 00:38:08.912843382-03:00,2026-07-18 00:40:08.514414540-03:00,2026-07-18 00:50:44.523681126-03:00,2026-07-18 01:04:31.827950556-03:00,2026-07-18 01:16:37.244607726-03:00
ord_000032,2026-07-18 01:23:00-03:00,store_038,grocery,zone_1,-34.62730906509491,-58.42382790482924,-34.55709427461439,-58.352643542910364,10.169,2026-07-18 01:26:21.302329110-03:00,2026-07-18 01:29:56.419675608-03:00,2026-07-18 02:05:55.752461544-03:00,2026-07-18 02:07:07.320753408-03:00,2026-07-18 02:44:42.520314684-03:00
ord_004620,2026-07-18 01:24:00-03:00,store_060,food,zone_7,-34.583159703820954,-58.41673441699104,-34.61128385308257,-58.40077193207328,3.452,2026-07-18 01:26:01.802837220-03:00,2026-07-18 01:30:01.911268962-03:00,2026-07-18 01:44:38.123038446-03:00,2026-07-18 02:02:19.346439324-03:00,2026-07-18 02:20:33.725529540-03:00
ord_003052,2026-07-18 02:32:00-03:00,store_042,food,zone_6,-34.57997348979977,-58.46902223825181,-34.57934152738813,-58.369417050455496,9.119,2026-07-18 02:35:19.849081230-03:00,2026-07-18 02:37:15.391539768-03:00,2026-07-18 03:03:32.459366700-03:00,2026-07-18 03:04:54.919464156-03:00,2026-07-18 03:39:30.497976240-03:00
ord_003785,2026-07-18 03:02:00-03:00,store_042,pharmacy,zone_6,-34.57997348979977,-58.46902223825181,-34.59936032924382,-58.474845339349955,2.221,2026-07-18 03:06:47.262266622-03:00,2026-07-18 03:09:00.193247328-03:00,2026-07-18 03:17:32.680343874-03:00,2026-07-18 03:19:13.473803706-03:00,2026-07-18 03:32:01.523777496-03:00
ord_011788,2026-07-18 03:34:00-03:00,store_052,pharmacy,zone_7,-34.571307562249785,-58.40446205183895,-34.6148159678537,-58.42780367256636,5.289,2026-07-18 03:35:32.491834878-03:00,2026-07-18 03:36:37.461813444-03:00,2026-07-18 03:53:52.546260174-03:00,2026-07-18 03:55:05.210928522-03:00,2026-07-18 04:15:53.596870878-03:00
ord_002750,2026-07-18 04:49:00-03:00,store_029,food,zone_8,-34.58169510467575,-58.3626616884493,-34.590403987273795,-58.367445374173,1.063,2026-07-18 04:54:35.680693572-03:00,2026-07-18 04:55:33.025903728-03:00,2026-07-18 05:08:24.035088114-03:00,2026-07-18 05:10:19.364867052-03:00,2026-07-18 05:22:02.876878086-03:00
ord_000885,2026-07-18 07:04:00-03:00,store_027,pharmacy,zone_0,-34.645619623421275,-58.44460859696013,-34.56129279653486,-58.422097770442605,9.6,2026-07-18 07:07:36.309797754-03:00,2026-07-18 07:09:00.690893904-03:00,2026-07-18 07:39:31.481578931-03:00,2026-07-18 07:40:59.890356167-03:00,2026-07-18 08:18:37.964787665-03:00
ord_003870,2026-07-18 07:26:00-03:00,store_077,pharmacy,zone_4,-34.583808348527306,-58.394275057490056,-34.568463655473685,-58.4745790196993,7.548,2026-07-18 07:29:12.571379442-03:00,2026-07-18 07:30:26.271972342-03:00,2026-07-18 07:52:12.147206580-03:00,2026-07-18 07:53:34.576805376-03:00,2026-07-18 08:22:54.080372112-03:00
ord_011897,2026-07-18 08:20:00-03:00,store_010,grocery,zone_3,-34.61292019757674,-58.460199426647286,-34.57606109539073,-58.47039846955465,4.204,2026-07-18 08:22:47.488106916-03:00,2026-07-18 08:23:56.188033140-03:00,2026-07-18 08:37:21.839518350-03:00,2026-07-18 08:41:28.748020674-03:00,2026-07-18 08:58:56.015159730-03:00
ord_008416,2026-07-18 10:37:00-03:00,store_045,food,zone_7,-34.56952356425032,-58.41578119349821,-34.55525892913074,-58.46271794193066,4.581,2026-07-18 10:40:35.116301100-03:00,2026-07-18 10:42:57.714507894-03:00,2026-07-18 10:58:47.587918674-03:00,2026-07-18 11:02:57.466213578-03:00,2026-07-18 11:19:57.339896640-03:00
ord_008328,2026-07-18 13:57:00-03:00,store_038,food,zone_1,-34.62730906509491,-58.42382790482924,-34.58179943284926,-58.42605537579603,5.065,2026-07-18 13:59:43.588329738-03:00,2026-07-18 13:59:55.588329738-03:00,2026-07-18 14:15:14.044219518-03:00,2026-07-18 14:28:45.154538538-03:00,2026-07-18 14:56:43.899832530-03:00
ord_005297,2026-07-18 14:01:00-03:00,store_078,grocery,zone_5,-34.59429678476587,-58.385490700142704,-34.63904213436993,-58.41091448961327,5.493,2026-07-18 14:04:30.811052442-03:00,2026-07-18 14:06:39.330837030-03:00,2026-07-18 14:27:14.868473220-03:00,2026-07-18 14:29:24.215302656-03:00,2026-07-18 15:05:49.000631160-03:00
ord_010524,2026-07-18 15:16:00-03:00,store_042,grocery,zone_6,-34.57997348979977,-58.46902223825181,-34.595367336590165,-58.37324068508069,8.934,2026-07-18 15:18:01.021512216-03:00,2026-07-18 15:21:06.475539150-03:00,2026-07-18 15:41:15.517873074-03:00,2026-07-18 15:42:02.442407976-03:00,2026-07-18 16:22:08.772647196-03:00
ord_003376,2026-07-18 15:30:00-03:00,store_019,grocery,zone_5,-34.58683356008779,-58.35495330360857,-34.61320079270084,-58.423059317201314,6.889,2026-07-18 15:31:57.024704964-03:00,2026-07-18 15:33:53.262294108-03:00,2026-07-18 15:57:01.302839057-03:00,2026-07-18 15:58:30.262383467-03:00,2026-07-18 16:21:56.552100989-03:00
ord_005039,2026-07-18 16:09:00-03:00,store_008,food,zone_0,-34.637188636732446,-58.45903466872563,-34.63017200623599,-58.36147464779768,8.96,2026-07-18 16:12:20.695657998-03:00,2026-07-18 16:15:07.936812990-03:00,2026-07-18 16:36:42.011102724-03:00,2026-07-18 16:39:58.813377102-03:00,2026-07-18 17:15:08.537140434-03:00
ord_004315,2026-07-18 16:10:00-03:00,store_047,grocery,zone_0,-34.62116718960697,-58.46121185544741,-34.617776256078415,-58.368066216209044,8.532,2026-07-18 16:15:16.302578022-03:00,2026-07-18 16:17:42.038139402-03:00,2026-07-18 16:44:07.517568654-03:00,2026-07-18 16:45:55.999934892-03:00,2026-07-18 17:19:23.537771838-03:00
ord_004105,2026-07-18 16:42:00-03:00,store_003,food,zone_6,-34.58026319709406,-58.458293520412,-34.56127724703599,-58.40894696392938,4.987,2026-07-18 16:46:08.316424073-03:00,2026-07-18 16:47:43.496440301-03:00,2026-07-18 17:05:25.408496231-03:00,2026-07-18 17:06:50.846289335-03:00,2026-07-18 17:29:57.591328847-03:00
ord_009292,2026-07-18 17:49:00-03:00,store_051,food,zone_2,-34.6492637730249,-58.359734384611016,-34.57534749880243,-58.36900759404622,8.263,2026-07-18 17:51:57.698865042-03:00,2026-07-18 17:54:01.726491150-03:00,2026-07-18 18:15:10.662785220-03:00,2026-07-18 18:16:14.411688042-03:00,2026-07-18 18:48:34.647819684-03:00
ord_007484,2026-07-18 19:57:00-03:00,store_017,grocery,zone_0,-34.64361827438958,-58.468605510488906,-34.56658277870464,-58.45836423627339,8.617,2026-07-18 20:01:09.404589132-03:00,2026-07-18 20:03:08.174818560-03:00,2026-07-18 20:37:01.997707200-03:00,2026-07-18 20:37:39.600667416-03:00,2026-07-18 21:19:27.644501592-03:00
ord_006479,2026-07-18 20:01:00-03:00,store_067,food,zone_1,-34.619604990193736,-58.4123125876787,-34.61780912240583,-58.37922449883999,3.034,2026-07-18 20:02:43.107206154-03:00,2026-07-18 20:04:37.152014910-03:00,2026-07-18 20:16:04.181544432-03:00,2026-07-18 20:16:56.956978998-03:00,2026-07-18 20:36:00.488047212-03:00
ord_003950,2026-07-18 20:36:00-03:00,store_052,food,zone_7,-34.571307562249785,-58.40446205183895,-34.58377638615613,-58.45024506173737,4.415,2026-07-18 20:39:56.529555330-03:00,2026-07-18 20:42:53.577897618-03:00,2026-07-18 21:04:28.599199050-03:00,2026-07-18 21:18:13.856888430-03:00,2026-07-18 21:41:37.065958200-03:00
ord_011639,2026-07-18 21:15:00-03:00,store_012,food,zone_4,-34.58561348799193,-58.421999684175375,-34.6296290284459,-58.39765908489123,5.377,2026-07-18 21:18:58.773788796-03:00,2026-07-18 21:21:22.979790288-03:00,2026-07-18 21:41:33.048637500-03:00,2026-07-18 22:03:29.938109994-03:00,2026-07-18 22:29:20.739706176-03:00
ord_005513,2026-07-18 21:37:00-03:00,store_007,pharmacy,zone_7,-34.5713935694723,-58.41995596006732,-34.58295035892162,-58.363809281663016,5.299,2026-07-18 21:38:14.521514826-03:00,2026-07-18 21:40:39.476030262-03:00,2026-07-18 22:08:37.685330142-03:00,2026-07-18 22:09:57.527363496-03:00,2026-07-18 22:40:44.750657436-03:00
ord_007598,2026-07-18 22:22:00-03:00,store_055,grocery,zone_6,-34.5719270968978,-58.477035496766135,-34.605490075377304,-58.396082277158165,8.297,2026-07-18 22:27:14.457146976-03:00,2026-07-18 22:30:02.709866886-03:00,2026-07-18 22:53:38.440360908-03:00,2026-07-18 22:54:55.891718250-03:00,2026-07-18 23:28:36.938152572-03:00
ord_002468,2026-07-19 00:25:00-03:00,store_022,food,zone_6,-34.55293019756051,-58.44543690501026,-34.551880070156066,-58.40168968886442,4.008,2026-07-19 00:25:30-03:00,2026-07-19 00:28:24.400361898-03:00,2026-07-19 00:42:21.594193776-03:00,2026-07-19 00:58:11.854527948-03:00,2026-07-19 01:17:33.504070908-03:00
ord_006720,2026-07-19 00:54:00-03:00,store_078,grocery,zone_5,-34.59429678476587,-58.385490700142704,-34.5720621116221,-58.40792333250337,3.214,2026-07-19 00:55:06.318453930-03:00,2026-07-19 00:56:57.536221074-03:00,2026-07-19 01:09:46.033012770-03:00,2026-07-19 01:10:46.330559256-03:00,2026-07-19 01:27:20.097430913-03:00
ord_011999,2026-07-19 03:14:00-03:00,store_002,food,zone_8,-34.56414020800886,-58.37417734999342,-34.64048539234122,-58.36418326625511,8.538,2026-07-19 03:17:53.998340784-03:00,2026-07-19 03:20:07.818197304-03:00,2026-07-19 03:39:06.565573146-03:00,2026-07-19 03:40:13.586262396-03:00,2026-07-19 04:12:46.269778920-03:00
ord_006902,2026-07-19 03:29:00-03:00,store_019,food,zone_5,-34.58683356008779,-58.35495330360857,-34.57142209876392,-58.378318563465285,2.741,2026-07-19 03:33:59.463854862-03:00,2026-07-19 03:36:48.606051276-03:00,2026-07-19 03:46:42.630703698-03:00,2026-07-19 04:11:27.767654742-03:00,2026-07-19 04:27:45.704875368-03:00
ord_006072,2026-07-19 04:11:00-03:00,store_076,food,zone_0,-34.62064062422333,-58.443439608100924,-34.641991267845626,-58.463458352396465,2.999,2026-07-19 04:13:15.781588295-03:00,2026-07-19 04:15:39.729598493-03:00,2026-07-19 04:30:25.337331749-03:00,2026-07-19 04:33:12.898013939-03:00,2026-07-19 04:50:56.253790289-03:00
ord_001103,2026-07-19 06:15:00-03:00,store_002,food,zone_8,-34.56414020800886,-58.37417734999342,-34.61323203857468,-58.383361151034734,5.523,2026-07-19 06:20:39.601139178-03:00,2026-07-19 06:21:41.903019708-03:00,2026-07-19 06:36:42.775856754-03:00,2026-07-19 06:40:58.889367912-03:00,2026-07-19 07:05:58.917818118-03:00
ord_005804,2026-07-19 06:38:00-03:00,store_032,food,zone_0,-34.61741746418618,-58.44022563886041,-34.588134334503096,-58.434309220809936,3.301,2026-07-19 06:41:21.414956292-03:00,2026-07-19 06:42:51.059340210-03:00,2026-07-19 06:56:48.185591328-03:00,2026-07-19 07:37:50.594683416-03:00,2026-07-19 07:55:53.070707478-03:00
ord_000859,2026-07-19 07:01:00-03:00,store_079,grocery,zone_8,-34.571610179089355,-58.38007582605071,-34.58172929845653,-58.42402150799802,4.178,2026-07-19 07:03:46.209998112-03:00,2026-07-19 07:05:25.635786606-03:00,2026-07-19 07:21:20.488371036-03:00,2026-07-19 07:22:45.027796410-03:00,2026-07-19 07:45:14.661543018-03:00
ord_005028,2026-07-19 08:07:00-03:00,store_040,food,zone_4,-34.60628480811277,-58.404067264041345,-34.590265994263895,-58.44481352113476,4.133,2026-07-19 08:11:15.586447776-03:00,2026-07-19 08:14:42.337733118-03:00,2026-07-19 08:33:27.349715262-03:00,2026-07-19 08:36:23.759177400-03:00,2026-07-19 08:53:33.555448644-03:00
